personLookup,status,personID,displayTitle,alsoCalled,slug,name,surname,isProperName,gender,birthYear,deathYear,birthPlace,deathPlace,memberOf,dictionaryLink,dictionaryText,events,eventGroups,verseCount,verses,mother,father,children,siblings,halfSiblingsSameMother,halfSiblingsSameFather,chaptersWritten,eastons
dedan_998,publish,998,Dedan (son of Raamah),,dedan_998,Dedan,,checked,Male,,,,,,,,,,2,"Gen.10.7,1Chr.1.9",,raamah_2380,,sheba_2567,,,,Dedan 1
demas_1006,publish,1006,Demas,,demas_1006,Demas,,checked,Male,,,,,,,,Paul's First Roman imprisonment,Journey to Rome,3,"Col.4.14,2Tim.4.10,Phlm.1.24",,,,,,,,Demas
demetrius_1007,publish,1007,Demetrius,,demetrius_1007,Demetrius,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/demetrius.html," A silversmith at Ephesus, whose chief occupation was to make ""silver shrines for Diana"" (q.v.), Acts 19:24,i.e., models either of the temple of Diana or of the statue of the goddess. This trade brought to him and his fellow-craftsmen ""no small gain,"" for these shrines found a ready sale among the countless thousands who came to this temple from all parts of Asia Minor. This traffic was greatly endangered by the progress of the gospel, and hence Demetrius excited the tradesmen employed in the manufacture of these shrines, and caused so great a tumult that ""the whole city was filled with confusion.""",Riot in Ephesus,Third Missionary Journey,3,"Acts.19.24,Acts.19.38,3John.1.12",,,,,,,,Demetrius 1
diana_1008,publish,1008,Diana,,diana_1008,Diana,,checked,Female,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/diana.html," so called by the Romans; called Artemis by the Greeks, the ""great"" goddess worshipped among heathen nations under various modifications. Her most noted temple was that at Ephesus. It was built outside the city walls, and was one of the seven wonders of the ancient world. ""First and last it was the work of 220 years; built of shining marble; 342 feet long by 164 feet broad; supported by a forest of columns, each 56 feet high; a sacred museum of masterpieces of sculpture and painting. At the centre, hidden by curtains, within a gorgeous shrine, stood the very ancient image of the goddess, on wood or ebony reputed to have fallen from the sky. Behind the shrine was a treasury, where, as in 'the safest bank in Asia,' nations and kings stored their most precious things. The temple as St. Paul saw it subsisted till A.D. 262, when it was ruined by the Goths"" (  Acts 19:23-41  )., Moule on Ephesians: Introd.",,,5,"Acts.19.24,Acts.19.27,Acts.19.28,Acts.19.34,Acts.19.35",,,,,,,,Diana
diklah_1011,publish,1011,Diklah,,diklah_1011,Diklah,,checked,Male,,,,,,,,,,2,"Gen.10.27,1Chr.1.21",,joktan_1686,,"abimael_39,almodad_191,jerah_842,hadoram_1345,havilah_1462,hazarmaveth_1465,jobab_1640,ebal_2227,ophir_2253,sheba_2568,sheleph_2602,uzal_2911",,,,
dionysius_1013,publish,1013,Dionysius,,dionysius_1013,Dionysius,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/dionysius.html," the Areopagite, one of Paul's converts at Athens (  Acts 17:34  ).",Paul preaches in Athens,Second Missionary Journey,1,Acts.17.34,,,,,,,,Dionysius
dodanim_1018,publish,1018,Dodanim,,dodanim_1018,Dodanim,,checked,Male,,,,,,,,,,2,"Gen.10.4,1Chr.1.7",,javan_744,,"elishah_1154,kittim_1789,tarshish_2828",,,,Dodanim
dorcas_2810,publish,2810,Dorcas,Tabitha,dorcas_2810,Dorcas,,checked,Female,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/dorcas.html," a female antelope, or gazelle, a pious Christian widow at Joppa whom Peter restored to life (  Acts 9:36-41  ). She was a Hellenistic Jewess, called Tabitha by the Jews and Dorcas by the Greeks.",Peter heals Aeneas and Dorcas,Peter and Cornelius,3,"Acts.9.36,Acts.9.39,Acts.9.40",,,,,,,,Tabitha
drusilla_1024,publish,1024,Drusilla,,drusilla_1024,Drusilla,,checked,Female,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/drusilla.html," third and youngest daughter of Herod Agrippa I. (  Acts 12:1-4   Acts 12:20-23  ). Felix, the Roman procurator of Judea, induced her to leave her husband, Azizus, the king of Emesa, and become his wife. She was present with Felix when Paul reasoned of ""righteousness, temperance, and judgment to come"" (  Acts 24:24  ). She and her son perished in the eruption of Mount Vesuvius, A.D. 79.",Paul sent to Felix,Paul Arrested and Imprisoned,1,Acts.24.24,,,,,,,,Drusilla
ebal_2227,publish,2227,Ebal (son of Joktan),Obal,ebal_2227,Ebal,,checked,Male,,,,,,,,,,2,"Gen.10.28,1Chr.1.22",,joktan_1686,,"abimael_39,almodad_191,jerah_842,diklah_1011,hadoram_1345,havilah_1462,hazarmaveth_1465,jobab_1640,ophir_2253,sheba_2568,sheleph_2602,uzal_2911",,,,Ebal 2
eber_1030,publish,1030,Eber (Heber),Heber,eber_1030,Eber,,checked,Male,-2281,-1817,,,Genealogy of Jesus,,,,,12,"Gen.10.21,Gen.10.24,Gen.10.25,Gen.11.14,Gen.11.15,Gen.11.16,Gen.11.17,Num.24.24,1Chr.1.18,1Chr.1.19,1Chr.1.25,Luke.3.35",,salah_2455,"peleg_2308,joktan_1686",,,,,Eber 1
elam_1049,publish,1049,Elam (son of Shem),,elam_1049,Elam,,checked,Male,,,,,,,,,,2,"Gen.10.22,1Chr.1.17",,shem_2613,,"aram_285,arphaxad_312,asshur_349,lud_1834",,,,Elam
eliezer_1113,publish,1113,Eliezer (Abraham's Steward),,eliezer_1113,Eliezer,,checked,Male,,,,,,,,,,1,Gen.15.2,,,,,,,,Eliezer 1
elishah_1154,publish,1154,Elishah,,elishah_1154,Elishah,,checked,Male,,,,,,,,,,2,"Gen.10.4,1Chr.1.7",,javan_744,,"dodanim_1018,kittim_1789,tarshish_2828",,,,Elishah
elymas_403,publish,403,Elymas,,elymas_403,Elymas,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/elymas.html," magician or sorcerer, the Arabic name of the Jew Bar-jesus, who withstood Paul and Barnabas in Cyprus. He was miraculously struck with blindness (  Acts 13:11  ).",Barnabas and Saul go to Cyprus,First Missionary Journey,2,"Acts.13.8,Acts.13.6",,,,,,,,Elymas
enoch_1192,publish,1192,Enoch (father of Methuselah),Henoch,enoch_1192,Enoch,,checked,Male,-3382,-3017,,,Genealogy of Jesus,,,,,10,"Gen.5.18,Gen.5.19,Gen.5.21,Gen.5.22,Gen.5.23,Gen.5.24,1Chr.1.3,Luke.3.37,Heb.11.5,Jude.1.14",,jared_730,methuselah_2042,,,,,Enoch 2
enoch_1191,publish,1191,Enoch (son of Cain),,enoch_1191,Enoch,,checked,Male,,,,,Line of Cain,,,,,2,"Gen.4.17,Gen.4.18",,cain_533,irad_611,,,,,Enoch 1
enos_1193,publish,1193,Enos,Enosh,enos_1193,Enos,,checked,Male,-3769,-2864,,,Genealogy of Jesus,,,,,8,"Gen.4.26,Gen.5.6,Gen.5.7,Gen.5.9,Gen.5.10,Gen.5.11,1Chr.1.1,Luke.3.38",,seth_2504,cainan_534,,,,,Enos
epaphras_1195,publish,1195,Epaphras,,epaphras_1195,Epaphras,,checked,Male,,,,,,,,Paul's First Roman imprisonment,Journey to Rome,3,"Col.1.7,Col.4.12,Phlm.1.23",,,,,,,,Epaphras
ephraim_1206,publish,1206,Ephraim,,ephraim_1206,Ephraim,,checked,Male,-1708,,,,Tribe of Joseph,,,,,160,"Gen.41.52,Gen.46.20,Gen.48.1,Gen.48.5,Gen.48.13,Gen.48.14,Gen.48.17,Gen.48.20,Gen.50.23,Num.1.10,Num.1.32,Num.1.33,Num.2.18,Num.2.24,Num.7.48,Num.10.22,Num.13.8,Num.26.28,Num.26.35,Num.26.37,Num.34.24,Deut.33.17,Deut.34.2,Josh.14.4,Josh.16.4,Josh.16.5,Josh.16.8,Josh.16.9,Josh.17.8,Josh.17.9,Josh.17.10,Josh.17.17,Josh.20.7,Josh.21.5,Josh.21.20,Josh.21.21,Josh.24.30,Josh.24.33,Judg.1.29,Judg.2.9,Judg.3.27,Judg.4.5,Judg.5.14,Judg.7.24,Judg.8.1,Judg.8.2,Judg.10.1,Judg.10.9,Judg.12.1,Judg.12.4,Judg.12.15,Judg.17.1,Judg.17.8,Judg.18.2,Judg.18.13,Judg.19.1,Judg.19.16,Judg.19.18,1Sam.1.1,1Sam.9.4,1Sam.14.22,2Sam.2.9,2Sam.13.23,2Sam.18.6,2Sam.20.21,1Kgs.4.8,1Kgs.12.25,2Kgs.5.22,2Kgs.14.13,1Chr.6.66,1Chr.6.67,1Chr.7.20,1Chr.7.22,1Chr.9.3,1Chr.12.30,1Chr.27.10,1Chr.27.14,1Chr.27.20,2Chr.13.4,2Chr.15.8,2Chr.15.9,2Chr.17.2,2Chr.19.4,2Chr.25.7,2Chr.25.10,2Chr.25.23,2Chr.28.7,2Chr.28.12,2Chr.30.1,2Chr.30.10,2Chr.30.18,2Chr.31.1,2Chr.34.6,2Chr.34.9,Neh.8.16,Neh.12.39,Ps.78.9,Ps.78.67,Ps.80.2,Isa.7.2,Isa.7.5,Isa.7.8,Isa.7.9,Isa.7.17,Isa.9.9,Isa.9.21,Isa.11.13,Isa.17.3,Isa.28.1,Isa.28.3,Jer.4.15,Jer.7.15,Jer.31.6,Jer.31.9,Jer.31.18,Jer.31.20,Jer.50.19,Ezek.37.16,Ezek.37.19,Ezek.48.5,Ezek.48.6,Hos.4.17,Hos.5.3,Hos.5.5,Hos.5.9,Hos.5.11,Hos.5.12,Hos.5.13,Hos.5.14,Hos.6.4,Hos.6.10,Hos.7.1,Hos.7.8,Hos.7.11,Hos.8.9,Hos.8.11,Hos.9.3,Hos.9.8,Hos.9.11,Hos.9.13,Hos.9.16,Hos.10.6,Hos.10.11,Hos.11.3,Hos.11.8,Hos.11.9,Hos.11.12,Hos.12.1,Hos.12.8,Hos.12.14,Hos.13.1,Hos.13.12,Hos.14.8,Obad.1.19,Zech.9.10,Zech.9.13,Zech.10.7,John.11.54,Ps.108.8,Ps.60.7",asenath_335,joseph_1710,"ezer_1240,becher_424,elead_1059,beriah_479,shuthelah_2734,tahan_2812",manasseh_1928,,,,Ephraim
erastus_1213,publish,1213,Erastus,,erastus_1213,Erastus,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/erastus.html," A companion of Paul at Ephesus, who was sent by him along with Timothy into Macedonia (  Acts 19:22  ). Corinth was his usual place of abode (  2�Timothy 4:20  ); but probably he may have been the same as the preceding.",Mission to Ephesus/1 Cor Written,Third Missionary Journey,3,"Acts.19.22,Rom.16.23,2Tim.4.20",,,,,,,,Erastus 2
esau_1216,publish,1216,Esau (Edom),"Edom,Edomite",esau_1216,Esau,,checked,Male,-1835,,,,,,,,,151,"Gen.25.25,Gen.25.26,Gen.25.27,Gen.25.28,Gen.25.29,Gen.25.30,Gen.25.32,Gen.25.34,Gen.26.34,Gen.27.1,Gen.27.5,Gen.27.6,Gen.27.11,Gen.27.15,Gen.27.19,Gen.27.21,Gen.27.22,Gen.27.23,Gen.27.24,Gen.27.30,Gen.27.32,Gen.27.34,Gen.27.37,Gen.27.38,Gen.27.41,Gen.27.42,Gen.28.5,Gen.28.6,Gen.28.8,Gen.28.9,Gen.32.3,Gen.32.4,Gen.32.6,Gen.32.8,Gen.32.11,Gen.32.13,Gen.32.17,Gen.32.18,Gen.32.19,Gen.33.1,Gen.33.4,Gen.33.9,Gen.33.15,Gen.33.16,Gen.35.1,Gen.35.29,Gen.36.1,Gen.36.2,Gen.36.4,Gen.36.5,Gen.36.6,Gen.36.8,Gen.36.9,Gen.36.10,Gen.36.12,Gen.36.13,Gen.36.14,Gen.36.15,Gen.36.16,Gen.36.17,Gen.36.18,Gen.36.19,Gen.36.21,Gen.36.31,Gen.36.32,Gen.36.40,Gen.36.43,Exod.15.15,Num.20.14,Num.20.18,Num.20.20,Num.20.21,Num.20.23,Num.21.4,Num.24.18,Num.33.37,Num.34.3,Deut.2.4,Deut.2.5,Deut.2.8,Deut.2.12,Deut.2.22,Deut.2.29,Josh.15.1,Josh.15.21,Josh.24.4,Judg.5.4,Judg.11.17,Judg.11.18,1Sam.14.47,2Sam.8.14,1Kgs.9.26,1Kgs.11.14,1Kgs.11.15,1Kgs.11.16,1Kgs.22.47,2Kgs.3.8,2Kgs.3.9,2Kgs.3.12,2Kgs.3.20,2Kgs.3.26,2Kgs.8.20,2Kgs.8.22,2Kgs.14.7,2Kgs.14.10,1Chr.1.34,1Chr.1.35,1Chr.1.51,1Chr.1.54,1Chr.18.11,1Chr.18.13,2Chr.8.17,2Chr.25.20,Ps.137.7,Isa.11.14,Isa.63.1,Jer.9.26,Jer.25.21,Jer.27.3,Jer.40.11,Jer.49.7,Jer.49.8,Jer.49.10,Jer.49.17,Jer.49.20,Jer.49.22,Lam.4.21,Lam.4.22,Ezek.25.12,Ezek.25.13,Ezek.25.14,Ezek.32.29,Dan.11.41,Joel.3.19,Amos.1.6,Amos.1.9,Amos.1.11,Amos.2.1,Amos.9.12,Obad.1.6,Obad.1.8,Obad.1.9,Obad.1.18,Obad.1.19,Obad.1.21,Mal.1.2,Mal.1.3,Mal.1.4,Rom.9.13,Heb.11.20,Heb.12.16",rebekah_2401,isaac_616,"jaalam_662,eliphaz_1144,korah_1793,reuel_2430,jeush_913",israel_682,,,,Esau
eshcol_1218,publish,1218,Eshcol,,eshcol_1218,Eshcol,,checked,Male,,,,,,,,,,2,"Gen.14.13,Gen.14.24",,,,"aner_266,mamre_1923",,,,Eshcol 1
eutychus_1230,publish,1230,Eutychus,,eutychus_1230,Eutychus,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/eutychus.html," fortunate, (  Acts 20:9-12  ), a young man of Troas who fell through drowsiness from the open window of the third floor of the house where Paul was preaching, and was ""taken up dead."" The lattice-work of the window being open to admit the air, the lad fell out and down to the court below. Paul restored him to life again. (Compare   1�Kings 17:21  ;   2  Kings   4:34  .)",Eutychus revived,Third Missionary Journey,1,Acts.20.9,,,,,,,,Eutychus
eve_1231,publish,1231,Eve,,eve_1231,Eve,,checked,Female,-4004,,eden_354,,Genealogy of Jesus,,,"God creates man and woman,Man falls into sin","The Creation, The Creation",4,"Gen.3.20,Gen.4.1,2Cor.11.3,1Tim.2.13",,god_1324,"seth_2504,cain_533,abel_13",,,,,Eve
felix_1257,publish,1257,Felix,,felix_1257,Felix,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/felix.html," happy, the Roman procurator of Judea before whom Paul ""reasoned"" (  Acts 24:25  ). He appears to have expected a bribe from Paul, and therefore had several interviews with him. The ""worthy deeds"" referred to in   24:2   was his clearing the country of banditti and impostors.    At the end of a two years' term, Porcius Festus was appointed in the room of Felix (A.D. 60), who proceeded to Rome, and was there accused of cruelty and malversation of office by the Jews of Caesarea. The accusation was rendered nugatory by the influence of his brother Pallas with Nero. (See Josephus, Ant. xx. 8,9.)    Drusilla, the daughter of Herod Agrippa, having been induced by Felix to desert her husband, the king of Emesa, became his adulterous companion. She was seated beside him when Paul ""reasoned"" before the judge. When Felix gave place to Festus, being ""willing to do the Jews a pleasure,"" he left Paul bound.",Paul sent to Felix,Paul Arrested and Imprisoned,8,"Acts.23.24,Acts.23.26,Acts.24.3,Acts.24.22,Acts.24.24,Acts.24.25,Acts.24.27,Acts.25.14",,,,,,,,Felix
gaius_1270,publish,1270,Gaius (of Derbe),,gaius_1270,Gaius,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/gaius.html, A man of Derbe who accompanied Paul into Asia on his last journey to Jerusalem .,Mission to Macedonia and Greece,Third Missionary Journey,1,Acts.20.4,,,,,,,,Gaius 2
gaius_1269,publish,1269,Gaius (of Macedonia),,gaius_1269,Gaius,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/gaius.html," A Macedonian, Paul's fellow-traveller, and his host at Corinth when he wrote his Epistle to the (  Romans 16:23  ). He with his household were baptized by Paul (  1�Corinthians 1:14  ). During a heathen outbreak against Paul at Ephesus the mob seized Gaius and Aristarchus because they could not find Paul, and rushed with them into the theatre. Some have identified this Gaius with No. (2).",Riot in Ephesus,Third Missionary Journey,1,Acts.19.29,,,,,,,,Gaius 1
gallio_1275,publish,1275,Gallio,,gallio_1275,Gallio,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/gallio.html," the elder brother of Seneca the philosopher, who was tutor and for some time minister of the emperor Nero. He was ""deputy"", i.e., proconsul, as in Revised Version, of Achaia, under the emperor Claudius, when Paul visited Corinth (  Acts 18:12  ). The word used here by Luke in describing the rank of Gallio shows his accuracy. Achaia was a senatorial province under Claudius, and the governor of such a province was called a ""proconsul."" He is spoken of by his contemporaries as ""sweet Gallio,"" and is described as a most popular and affectionate man. When the Jews brought Paul before his tribunal on the charge of persuading ""men to worship God contrary to the law"" (  18:13  ), he refused to listen to them, and ""drave them from the judgment seat"" (  18:16  ).","""Mission to Corinth, 1&2 Thess Written""",Second Missionary Journey,3,"Acts.18.12,Acts.18.14,Acts.18.17",,,,,,,,Gallio
gamaliel_1277,publish,1277,Gamaliel,,gamaliel_1277,Gamaliel,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/gamaliel.html," reward of God. The son of rabbi Simeon, and grandson of the famous rabbi Hillel. He was a Pharisse, and therefore the opponent of the party of the Sadducees. He was noted for his learning, and was president of the Sanhedrim during the regins of Tiberius, Caligula, and Claudius, and died, it is said, about eighteen years before the destruction of Jerusalem.    When the apostles were brought before the council, charged with preaching the resurrection of Jesus, as a zealous Pharisee Gamaliel councelled moderation and calmness. By a reference to well-known events, he advised them to ""refrain from these men."" If their work or counsel was of man, it would come to nothing; but if it was of God, they could not destroy it, and therefore ought to be on their guard lest they should be ""found fighting against God"" (  Acts 5:34-40  ). Paul was one of his disciples (  22:3  ).",Gamaliel advises the counsel and Apostles freed,Persecution/First Martyr,2,"Acts.5.34,Acts.22.3",,,,,,,,Gamaliel 2
gether_1308,publish,1308,Gether,,gether_1308,Gether,,checked,Male,,,,,,,,,,2,"Gen.10.23,1Chr.1.17",,aram_285,,"hul_1566,mash_1944,uz_2908",,,,
girgasite_1322,publish,1322,Girgasite,Girgashite,girgasite_1322,Girgasite,,checked,Male,,,,,,,,,,2,"Gen.10.16,1Chr.1.14",,canaan_914,,"amorite_237,arkite_308,arvadite_316,jebusite_748,hamathite_1361,heth_1510,hivite_1534,zidon_2738,sinite_2755,zemarite_3036",,,,Girgashite
